domain,software,users,signup,uptime_alltime
snacc.hoi.st,snac,1,False,99.8
snack.investments,mastodon,6,True,
snack.social,akkoma,9,False,95.76
snacka.org,mastodon,5,False,98.06
snacs.vinishor.xyz,mastodon,0,False,
snaggletooth.life,mastodon,205,True,
snailedit.social,mastodon,101,True,
snake.club,mastodon,23,True,99.3
snake.cool,akkoma,7,False,99.59
snap.st,mastodon,111,True,
snapp.social,mastodon,9,False,98.89
snarky.club,mastodon,1,False,
snarthelg.no,mastodon,7,True,99.92
sndcstle.fedicity.net,mastodon,2,False,
sneaka.lol,mastodon,1,False,
sneaka.stream,mastodon,1,False,
sneakerwave.net,mastodon,11,True,
sneed.social,mastodon,11,True,
snep.ani.ynh.fr,forte,0,False,89.69
snep.place,mastodon,3,True,
snf-19213.ok-kno.grnetcloud.net,mastodon,62,True,99.67
sniff.dad,mastodon,1,False,100.0
snikket.de,mastodon,0,False,
snipetteville.in,mastodon,6,False,
snj.au,mastodon,2,False,
snohomish.social,mastodon,3,False,
snooker.uk.to,mastodon,28,True,
snookerpro.de,wordpress,1,False,99.7
snoot.tube,mastodon,6,False,
snow-white.xyz,misskey,14,False,99.08
snowdon.jp,mastodon,31,True,99.74
snowdon.social,mastodon,1,False,98.7
snowfan.masto.host,mastodon,26,True,100.0
snowflake.cyan-blue.me,cherrypick,6,False,99.51
snowmans.land,mastodon,9,True,
snowmastodon.social,mastodon,1,False,
sns.076.moe,mastodon,3,False,
sns.8yazaki.com,misskey,6,False,100.0
sns.ayokura.net,mastodon,0,False,
sns.bugsco.de,mastodon,3,False,
sns.choe.li,mastodon,1,False,
sns.cocoacaa.com,misskey,2,False,100.0
sns.copi.pe,misskey,87,True,99.9
sns.darumasky.jp,misskey,3,False,97.75
sns.dougetsusha.com,mastodon,1,False,99.51
sns.feistel.party,mastodon,1,False,
sns.govanify.com,mastodon,2,False,
sns.internationalotaku.com,akkoma,1,False,99.7
sns.kianting.info,mastodon,6,False,
sns.lightnovel.jp,mastodon,8,True,
sns.minovsky.space,mastodon,5,False,
sns.mouii.net,misskey,4,False,99.77
sns.mszpro.com,mastodon,4,False,98.85
sns.neonka.info,mastodon,2,False,
sns.njy17.kr,mastodon,1,True,
sns.ogadra.com,misskey,3,False,98.87
sns.ooto.me,mastodon,1,False,99.88
sns.opencourse.kr,mastodon,6,True,
sns.scwhost.org,pleroma,3,False,99.5
sns.taizona.jp,mastodon,1,False,
sns.taking.kr,mastodon,2,False,100.0
sns.terrorjack.com,mastodon,1,False,
sns.tsubasaori.be,firefish,6,False,98.17
snug.moe,mastodon,559,False,
snug.town,mastodon,6,False,99.92
so-isser-der-ossi.de,wordpress,2,False,100.0
so-made-su.xsns.jp,misskey,13,False,100.0
so.denk-nach-mcfly.de,pleroma,4,False,98.88
so.fnky.nz,mastodon,1,False,
so.involo.ch,mastodon,1,False,
so.mctek.tk,gnusocial,0,False,99.03
so.prx.link,mastodon,1,False,
so.rezzedup.com,mastodon,1,False,
so.scnr.it,mastodon,1,False,96.19
so.worst.red,misskey,4,False,99.23
soap.bosio.info,mastodon,1,False,
soapbox.midwaytrades.com,mastodon,4,True,
soapbox.minaduki.dev,mastodon,4,True,
soapbox.samicrusader.me,mastodon,1,False,
soapbox.smbi.community,mastodon,4,True,99.27
soapbox.vpx.moe,mastodon,2,True,
soatok.blog,wordpress,1,False,99.97
sobieski.social,mastodon,2,False,
soc.4poryroku.waw.pl,mastodon,0,False,
soc.7thmagic.net,akkoma,2,False,98.85
soc.anarchy.center,mastodon,1,False,
soc.bosio.info,mastodon,8,False,
soc.bosionet.it,mastodon,2,False,99.71
soc.citizen4.eu,friendica,54,True,98.66
soc.computermouth.com,ktistec,1,False,100.0
soc.crashed.org,mastodon,1,False,
soc.crw.li,mastodon,1,False,
soc.dudenas.lt,mastodon,1,False,
soc.eli173.com,mastodon,6,True,
soc.feditime.com,akkoma,4,False,99.49
soc.gng.io,mastodon,1,False,
soc.gronkiewi.cz,mastodon,0,False,
soc.gsg.live,mastodon,101,True,
soc.haj.gay,mastodon,3,False,
soc.hardwarepunk.de,mastodon,0,True,
soc.hyena.network,mastodon,6,True,
soc.intxiv.io,mastodon,2,True,
soc.iotaomegapsi.io,mastodon,2,True,
soc.jae.fi,sharkey,3,False,99.95
soc.jra.sh,pleroma,1,False,99.69
soc.kouett.net.eu.org,mastodon,3,False,
soc.kvet.ch,mastodon,4,True,97.76
soc.lizard.tools,mastodon,3,False,
soc.masfloss.net,mastodon,1,False,
soc.megatokyo.moe,akkoma,2,False,99.49
soc.miku.town,mastodon,2,False,
soc.mod-12.com,mastodon,3,False,99.93
soc.nixgoat.me,mastodon,1,False,
soc.nochn.net,mastodon,3,True,
soc.nunolopes.co,mastodon,3,False,
soc.nym.se,mastodon,2,False,99.97
soc.octade.net,snac,1,False,99.92
soc.ottr.uk,mastodon,3,False,
soc.oyasai-jct.net,mastodon,1,False,
soc.phreedom.club,mastodon,0,False,
soc.port0.org,mastodon,2,False,
soc.psynet.me,mastodon,3,False,
soc.punktrash.club,mastodon,226,True,
soc.quornichon.org,mastodon,0,False,
soc.redeyes.site,mastodon,28,True,
soc.rhzm.org,mastodon,136646,False,
soc.rnrd.eu,akkoma,1,False,98.25
soc.runx.zip,akkoma,7,False,99.87
soc.saiyajin.space,mastodon,3,False,
soc.saruna.cc,mastodon,2,False,
soc.schuerz.at,friendica,22,True,99.07
soc.sekundenklebertransportverbot.de,mastodon,4,False,
soc.stepman.guide,mastodon,2,False,96.11
soc.triangleidiot.online,mastodon,1,True,99.61
soc.ua-fediland.de,mastodon,277,True,
soc.ultratumba.dynu.net,mastodon,2,False,
soc.umrath.net,mastodon,2,True,99.96
soc.unixcat.net,mastodon,2,False,
soc.utzer.de,mastodon,2,False,
soc.vis4valentine.com,mastodon,216130,False,
soc.zom.bi,mastodon,6,False,99.03
soc42.com,mastodon,1,True,
soccer.forum,lemmy,1,False,99.72
socel.net,mastodon,8645,True,99.88
socia.dev,mastodon,1,False,
socia.low5.de,akkoma,3,True,99.61
sociabl.be,mastodon,25,True,
social-entorno-pruebas.wikimedia.es,mastodon,9,True,
social-groups.ulysseus.eu,mastodon,21,True,98.94
social-me.online,mastodon,1,True,
social-pflege.de,mastodon,1,False,
social-qa-2.hackerspace.pl,mastodon,2,False,97.85
social-qa.of-a.cat,mastodon,1,False,
social-systems.space,mastodon,11,False,
social-t.uibk.ac.at,mastodon,13,False,99.68
social-test.sunet.se,mastodon,38,True,
social.01840.casa,mastodon,3,True,
social.0badc0.de,akkoma,1,False,99.8
social.0c0o.com,mastodon,1,False,
social.0d.be,mastodon,3,False,
social.0daysto.live,pleroma,1,False,99.91
social.0ko.me,mastodon,2,False,97.84
social.0x.kiwi,mastodon,1,False,
social.0x0c.link,mastodon,2,False,
social.0x2142.com,mastodon,2,False,
social.0x4711.org,mastodon,1,False,99.7
social.0x6a64.com,mastodon,1,False,
social.0x705h.com,mastodon,5,True,99.69
social.0xa1.red,mastodon,3,False,
social.1000grad.com,mastodon,3,True,99.81
social.115upm.net,mastodon,3,True,99.82
social.1729.org.uk,mastodon,1,False,
social.1900.live,mastodon,1,False,
social.1bitsquared.com,mastodon,4,False,
social.1hz.su,mastodon,1,False,
social.1xx.io,mastodon,2,True,
social.25jinightcord.de,mastodon,2,False,
social.2hyze.de,mastodon,3,False,
social.2launch.us,mastodon,3,False,
social.2ndshot.photos,friendica,1,False,99.08
social.380119.xyz,mastodon,1,False,
social.3delights.store,mastodon,1,True,100.0
social.3dots.lv,mastodon,13,False,
social.4142.io,mastodon,1,False,99.94
social.465789.xyz,mastodon,2,False,
social.4beumer.nl,mastodon,3,False,100.0
social.4gl.io,mastodon,1,False,
social.4score7pongs.com,mastodon,9,False,
social.4vr.me,mastodon,1,False,99.95
social.56k.guru,mastodon,1,False,
social.589641254.xyz,mastodon,2,True,
social.5f9.de,mastodon,1,False,
social.64i.de,mastodon,4,False,96.85
social.7gsstudio.cc,mastodon,1,False,
social.a11y.fr,mastodon,2,False,99.96
social.a2x.pub,mastodon,8,False,
social.a3size.com,pleroma,1,False,94.96
social.aa.net.uk,mastodon,9,False,99.94
social.aaroncrocco.com,mastodon,2,False,
social.aaronfam.com,mastodon,3,True,
social.abakas.com,mastodon,2,False,
social.abohiccups.com,mastodon,1,True,
social.abolivier.bzh,mastodon,2,False,99.99
social.abraum.de,mastodon,50,False,
social.abwesend.com,mastodon,3,False,99.83
social.abyss.net,mastodon,2,False,
social.accessiblegrace.org,mastodon,3,True,
social.accolades.coop,mastodon,3,False,99.26
social.accum.se,mastodon,14,False,95.35
social.acoret.online,mastodon,4,True,
social.action0.com,mastodon,2,False,
social.adamasnemesis.com,mastodon,4,True,
social.adamperfect.com,mastodon,1,False,99.81
social.adamwolf.org,mastodon,1,False,99.88
social.adeptor.ru,mastodon,2,False,
social.adlerhorst.net,mastodon,2,True,
social.adlerweb.info,mastodon,9,False,99.74
social.adm.ink,mastodon,2,True,99.97
social.admtz.fr,mastodon,1,False,99.51
social.adridoesthings.com,mastodon,5,True,
social.adriy.be,mastodon,2,False,
social.advancedsoftware.engineering,mastodon,3,False,
social.afontaine.dev,mastodon,1,True,
social.afront.org,mastodon,44,False,
social.after-work-photo.eu,mastodon,1,False,
social.aftermemory.net,mastodon,2,False,
social.agenedia.com,mastodon,1,False,100.0
social.agnos.is,sharkey,2,False,99.17
social.agor.ai,mastodon,3,False,
social.agori.dev,mastodon,11,True,
social.agroecologymap.org,mastodon,2,False,
social.ahlroos.me,mastodon,14,False,
social.ainmosni.eu,mastodon,2,False,
social.akk.moe,misskey,4,False,99.82
social.aklsh.me,mastodon,1,False,
social.akrabat.com,mastodon,2,False,99.93
social.alacasa.fr,mastodon,3,False,
social.alarsyo.net,mastodon,1,False,
social.albertmin.com,mastodon,1,True,
social.aldiserver.de,mastodon,16,True,99.08
social.alebit.com,mastodon,1,False,
social.alexdobin.com,mastodon,1,False,
social.alexhyett.com,mastodon,1,False,99.96
social.alexn.org,mastodon,1,False,99.97
social.alexwlchan.net,mastodon,1,False,99.96
social.algathia.fr,mastodon,1,True,99.83
social.aliceice.de,mastodon,1,False,
social.allmende.io,mastodon,2,False,
social.allmers.de,mastodon,2,False,99.84
social.allround.digital,mastodon,2,False,97.41
social.ally.cat,mastodon,1,False,
social.alphasupport.xyz,mastodon,1,True,
social.alquimidia.org,mastodon,6,False,99.76
social.alster.space,mastodon,2,False,
social.alt-text.org,mastodon,3,False,99.96
social.alteria.xyz,mastodon,5,True,
social.alternativebit.fr,mastodon,5,False,
social.altetanke.com,mastodon,2,True,99.98
social.altgothic.com,mastodon,0,True,
social.alton.cloud,mastodon,9,True,
social.alyve.be,pleroma,2,False,99.61
social.alyx.pink,mastodon,5,False,
social.am-networks.fr,mastodon,3,True,
social.amateurwire.org,mastodon,8,True,
social.amichan.de,mastodon,6,False,
social.ammienyami.com,mastodon,1,False,
social.amr.tf,mastodon,1,False,
social.amsterdam.nl,mastodon,6,False,99.71
social.anacreonte.eu,mastodon,3,False,
social.anafabula.de,mastodon,2,False,
social.anantshri.info,mastodon,1,False,
social.anaproy.nl,mastodon,5,False,
social.anarchy-nomad.de,mastodon,10,False,99.96
social.anartist.org,mastodon,100,False,99.78
social.ancow.name,mastodon,3,True,
social.anderthalbkommafuenf.net,microblogpub,1,False,99.95
social.andrelop.org,mastodon,1,False,
social.andreva.cc,mastodon,1,False,
social.andrew.party,mastodon,1,False,
social.anemoneprune.fr,mastodon,0,False,
social.anhgelus.world,mastodon,4,False,
social.animeprincess.net,mastodon,1,False,99.99
social.animewonderfest.com,mastodon,1,False,
social.anjara.eu,mastodon,13,True,98.95
social.annacon.be,mastodon,24,True,
social.anoxinon.de,mastodon,10317,True,99.81
social.anreji.de,mastodon,1,False,
social.anthro.fun,mastodon,3,True,
social.anthropi.st,mastodon,8,False,
social.antifa.gmbh,mastodon,45,True,
social.antisocialites.net,mastodon,20,False,
social.antonywalton.com,mastodon,2,False,
social.anufrij.de,mastodon,2,False,
social.anuragbhatia.com,mastodon,1,False,99.6
social.anyops.de,mastodon,1,False,
social.aoxiang.online,mastodon,1,False,
social.ap-home.casa,mastodon,4,False,
social.apcn.nz,mastodon,3,False,
social.apes.org.uk,mastodon,2,True,
social.apextriangle.net,mastodon,1,False,
social.apfelfunk.com,mastodon,5,False,
social.apitman.com,mastodon,1,False,98.87
social.apolinario.dev,mastodon,1,False,
social.apotheke.earth,mastodon,3,False,
social.appbakery.ee,mastodon,3,False,
social.applied-langua.ge,mastodon,6,False,
social.apps.dj,mastodon,1,False,
social.apreslanu.it,mastodon,95,True,99.89
social.aptx-4869.de,mastodon,2,False,
social.arachnitech.com,mastodon,1,False,
social.arazil.net,mastodon,1,False,99.18
social.arcanelab.net,mastodon,1,False,99.58
social.archvisions.xyz,mastodon,1,False,
social.archworks.co,mastodon,2,True,
social.arctian.org,mastodon,2,False,
social.arctic.pw,sharkey,1,False,96.9
social.arctron.nl,mastodon,1,True,
social.arekkusu.net,mastodon,2,False,
social.argp.in,mastodon,1,False,
social.arguto.eu,mastodon,2,False,
social.arinbasu.online,mastodon,4,False,
social.ariona.fr,mastodon,1,False,
social.arisa.com.br,mastodon,0,False,
social.arnaus.net,mastodon,6,False,
social.arneckestrasse.de,mastodon,1,False,99.75
social.arran.net.au,mastodon,1,False,
social.arroutaflix.com,mastodon,7,True,97.34
social.ars.electronica.art,mastodon,5,False,99.9
social.artemislena.eu,mastodon,4,False,
social.arunmozhi.in,misskey,2,False,96.42
social.arved.me,akkoma,1,False,97.74
social.as59715.net,mastodon,4,False,
social.as743.org,mastodon,2,False,
social.asafniv.me,mastodon,4,False,
social.ascosilinux.com,mastodon,821860,True,
social.asdf.wf,mastodon,1,False,99.84
social.asgardius.company,mastodon,2,True,
social.ashpex.net,mastodon,1,False,
social.asjk.xyz,mastodon,2,False,
social.asraelvudogel.de,mastodon,28,False,
social.astralsystem.com,mastodon,1,False,
social.asturias.red,mastodon,4,True,99.25
social.atareao.es,mastodon,1,False,
social.atho.me,mastodon,2,False,
social.atiusamy.com,mastodon,7,True,
social.atom42-games.su,mastodon,3,False,
social.atypique.net,mastodon,2,False,99.03
social.auc.edu.au,mastodon,1,False,
social.aufentha.lt,mastodon,2,True,
social.authbypass.com,mastodon,1,False,99.97
social.authorhelp.uk,mastodon,15,False,99.86
social.avali.zone,mastodon,22,True,
social.avarty.com,mastodon,1,False,99.69
social.avery.cafe,mastodon,2,False,99.68
social.avoel.de,microblogpub,1,False,99.87
social.aweleczka.de,mastodon,1,False,
social.awmb.uk,mastodon,1,False,
social.axiixc.com,mastodon,4,False,96.8
social.axvig.com,mastodon,2,True,
social.ayco.io,mastodon,1,False,99.95
social.aylett.co.uk,mastodon,1,False,
social.azlux.fr,sharkey,2,False,99.83
social.azuki.co,mastodon,21,True,
social.azureheads.gr,mastodon,67,True,
social.b0t.at,mastodon,5,False,
social.b123400.net,pleroma,1,False,99.95
social.b582u3ah.cn,mastodon,3,False,
social.babb.no,mastodon,0,True,
social.bacardi55.io,mastodon,8,False,
social.badabam.net,friendica,15,False,99.87
social.badaoui.fr,mastodon,4,False,
social.badtake.space,mastodon,1,False,
social.bahamut.dev,mastodon,1,True,
social.bakdos.de,akkoma,4,False,99.79
social.bakunin.nohost.me,mastodon,4,True,
social.balad.in,mastodon,2,False,99.95
social.balki.me,mastodon,2,False,
social.balpha.de,mastodon,1,False,99.96
social.balsillie.net,mastodon,4,False,
social.bambus.network,mastodon,1,False,
social.baradoz.cloud,mastodon,5,False,
social.barcelona,mastodon,21,True,99.99
social.bark1n.me,mastodon,1,True,
social.bartificer.ie,mastodon,3,False,
social.bartmathijssen.com,mastodon,1,False,
social.basilweb.net,mastodon,1,False,99.92
social.bassie.com,mastodon,2,False,
social.bastelbude.eu,friendica,0,True,99.96
social.bateleur.org,mastodon,4,False,
social.bau-ha.us,mastodon,818,False,
social.baubs.net,mastodon,4,False,99.39
social.bawnet.io,mastodon,3,True,
social.bbc,mastodon,9,False,99.97
social.bbrad.dev,mastodon,2,False,
social.bcrbx.com,mastodon,155,True,
social.bd.pub,mastodon,2,False,99.94
social.bdash.net.nz,mastodon,1,False,
social.beachcom.org,mastodon,37,False,
social.bear.garden,mastodon,3,False,
social.bearygoosey.com,mastodon,10,True,
social.beaumondephotography.com,mastodon,1,False,
social.beaware.live,mastodon,5,False,
social.beckermirko.de,mastodon,1,False,
social.bedlamsteps.uk,mastodon,0,False,
social.beebl.es,mastodon,3,False,99.46
social.beeps.gay,mastodon,8,False,
social.belkadan.com,mastodon,4,False,
social.belowtoxic.cloud,mastodon,2,False,
social.benjaminturner.me,mastodon,1,False,
social.benki.net,misskey,3,True,99.63
social.benlopatin.com,mastodon,1,False,99.93
social.benny.de,mastodon,1,False,99.39
social.bennypowers.com,mastodon,3,False,
social.berline.rs,mastodon,2,False,
social.bernhard.contact,misskey,4,False,100.0
social.bert.org,mastodon,1,False,99.93
social.beshir.org,pleroma,1,False,99.99
social.besties.house,mastodon,21,False,
social.bethejustin.com,mastodon,2,True,
social.beutner.name,mastodon,1,False,
social.bezmuth.uk,mastodon,1,False,
social.bgmcd.uk,mastodon,1,True,
social.bgp.rodeo,mastodon,1,False,
social.bgp.tools,mastodon,3,False,
social.biblioco.de,mastodon,4,False,
social.biboumail.fr,mitra,1,False,100.0
social.bierochs.org,mastodon,1,False,97.9
social.bigaouette.com,mastodon,1,False,
social.bigcavemaps.com,mastodon,9,False,
social.bij1.org,mastodon,8,False,
social.bilkul.io,mastodon,1,False,
social.bim.land,mastodon,113,True,
social.binarydad.com,mastodon,1,True,99.44
social.bird.style,mastodon,2,False,97.12
social.birdinter.net,mastodon,2,True,
social.bissgigi.art,mastodon,2,False,
social.bitbybitwhatever.com,pleroma,3,False,98.74
social.bitdrift.io,mastodon,3,True,
social.bitfolk.com,mastodon,1,False,
social.bitplumber.de,mastodon,1,False,
social.bitsammelwanne.de,mastodon,3,True,99.99
social.bitschubser.dev,mastodon,1,False,
social.bitsofsimplicity.com,mastodon,2,False,
social.bitten2up.dev,mastodon,1,False,
social.bitwig.community,mastodon,159,True,
social.blach.io,mastodon,2,False,99.99
social.blackmetal.club,mastodon,1,False,
social.blakesmith.me,mastodon,1,False,
social.blazma.st,sharkey,4,False,97.48
social.blep.cz,mastodon,2,False,
social.blnt-cult.ru,mastodon,3,False,
social.bloom.casa,mastodon,8,False,99.81
social.bloomanalytics.net,mastodon,2,True,99.28
social.blueforest.cc,mastodon,4,False,
social.blueshell.club,mastodon,1,False,
social.blurthefur.com,mastodon,1,False,99.87
social.bnrub.in,mastodon,1,False,
social.bnuuy.net,mastodon,1,False,
social.bobek.cz,mastodon,2,False,99.93
social.boc47.org,mastodon,13,True,99.9
social.boeckli.net,mastodon,2,False,
social.boelz.eu,mastodon,1,False,
social.bohnenstrauch.org,mastodon,1,True,
social.boiledscript.com,misskey,19,False,99.18
social.bonifacelabs.ca,mastodon,3,False,
social.boochan.family,pleroma,1,True,99.97
social.boom.army,mastodon,87,True,
social.bopinions.de,mastodon,4,False,
social.boxingpreacher.net,mastodon,1,False,
social.br-linux.org,mastodon,8,False,99.98
social.brage.fr,mastodon,2,False,99.58
social.brainsys.com,mastodon,14,False,99.58
social.braxo.se,mastodon,2,False,99.97
social.breisgaucave.de,mastodon,3,True,
social.breizhcamp.org,mastodon,5,False,97.6
social.bremen.social,mastodon,2,False,
social.brendans-bits.com,mastodon,1,False,99.55
social.brennanbenkert.com,mastodon,1,False,
social.briankoopman.com,mastodon,1,False,
social.bribou.net,friendica,0,False,99.79
social.brie.tech,mastodon,1,False,
social.briller.one,mastodon,0,True,
social.brittg.com,mastodon,1,False,
social.brittle.st,mastodon,1,False,
social.brokenbydesign.org,mastodon,1,False,
social.brookslawson.com,mastodon,1,False,
social.brucknerite.net,mastodon,1,False,99.95
social.brulijam.com,mastodon,1,False,
social.brunomassa.com,mastodon,1,False,
social.bruschetta.cc,sharkey,6,False,98.77
social.brush-and-tale.com,mastodon,4,False,
social.bryanthomestead.com,mastodon,7,True,
social.bsd.club,mastodon,1,False,
social.bternes.com,mastodon,1,False,99.48
social.buller.cc,mastodon,1,False,
social.bunch.dev,mastodon,1,False,
social.bund.de,mastodon,146,False,
social.bunkercube.de,mastodon,0,False,
social.burch-hill.com,mastodon,1,False,99.92
social.burque.us,mastodon,1,False,
social.burschel.com,mastodon,2,False,
social.butnot.today,mastodon,24,True,
social.butterknifeestates.com,mastodon,4,False,99.48
social.bwpost.online,mastodon,2,True,
social.bybliotheca.net,mastodon,4,False,
social.bytten-studio.com,mastodon,3,False,
social.c1710.de,pleroma,5,False,97.14
social.c3l.lu,mastodon,10,False,99.92
social.caa-ins.org,mastodon,640,True,
social.cable54.tv,mastodon,3,False,
social.cabotcove.us,mastodon,1,False,99.99
social.callingallpapers.com,mastodon,2,False,98.88
social.calut.fr,misskey,4,False,98.57
social.camph.net,misskey,73,False,99.65
social.campus-it.eu,mastodon,1,False,99.88
social.careerminder.io,mastodon,2,False,
social.cartoon-aa.xyz,sharkey,14,True,98.43
social.caruso.one,pleroma,5,False,99.1
social.caserio.de,mastodon,5,False,
social.caskey-demaret.se,mastodon,4,True,
social.cativa.net,mastodon,2,True,
social.catppuccin.com,mastodon,25,True,
social.cavac.at,mastodon,4,True,
social.caviala.de,mastodon,2,False,
social.cbeck.dev,mastodon,1,False,99.92
social.ccc-ffm.space,mastodon,7,False,99.47
social.ccw.icu,akkoma,2,False,100.0
social.celeborn.de,mastodon,2,False,
social.cemocom.de,mastodon,2,False,99.14
social.ceod.net,mastodon,2,True,
social.ceyal.me,pleroma,2,False,99.28
social.cezeri.tech,mastodon,20,True,
social.chadwaltercummings.me,friendica,7,True,93.21
social.championpictures.at,mastodon,1,False,
social.chandlerswift.com,mastodon,1,False,
social.chaos.fyi,mastodon,1,False,
social.chaos.koeln,akkoma,4,False,98.54
social.chaotikum.org,mastodon,28,False,
social.chatty.monster,mastodon,4,True,
social.chiefgyk3d.com,mastodon,30,False,99.99
social.chilliet.eu,mastodon,2,False,
social.chilly.cloud,mastodon,12,False,
social.chimaira.net,mastodon,1,False,
social.chinwag.org,mastodon,1368,True,
social.chriswb.dev,mastodon,1,False,
social.ciaranmc.com,mastodon,1,False,
social.cidney.org,mastodon,1,False,
social.circl.lu,mastodon,216,True,
social.cirtunf.org,mastodon,2,False,
social.cisoft.co.cr,mastodon,3,False,
social.cisotop.de,mastodon,2,False,
social.citsc.de,mastodon,2,True,99.94
social.cizmar.net,pleroma,6,False,96.96
social.cjc.im,mastodon,0,False,
social.clawhammer.net,mastodon,2,False,99.63
social.clew.se,mastodon,1,False,
social.cliffya.com,mastodon,1,False,
social.clipsymphony.com,clipsymphony activitypub service,8,False,98.91
social.cloudless.world,mastodon,3,False,
social.cloudonaut.io,mastodon,2,False,99.89
social.cloudron.io,mastodon,3,False,
social.cms.garden,mastodon,4,False,
social.cnschn.com,mastodon,3,True,
social.coabai.com,mastodon,8,True,98.76
social.cobalto.net,mastodon,1,False,
social.cobaltqu.be,mastodon,0,False,
social.cobryce.com,mastodon,1,False,
social.code-feather.de,akkoma,1,False,99.45
social.codeaholics.sg,mastodon,2,False,
social.codeofamor.net,mastodon,1,False,90.59
social.codethink.co.uk,mastodon,3,False,99.98
social.codi.moe,mastodon,1,False,
social.codigoparallevar.com,mastodon,1,False,
social.codu.org,diaspora,0,False,99.97
social.coffeeshopped.com,mastodon,2,False,
social.colectif.de,mastodon,11,False,99.85
social.coletivos.org,mastodon,1435,False,
social.colinschlueter.com,mastodon,3,False,
social.collado.eu,mastodon,1,False,100.0
social.collectivemoo.net,mastodon,4,True,99.97
social.collectives.berlin,mastodon,1,False,99.56
social.colnodo.apc.org,mastodon,6,True,
social.cologne,mastodon,12065,True,99.82
social.colormixed.de,mastodon,2,False,99.91
social.comacero.com,mastodon,2,False,
social.comfy.city,mastodon,1,False,
social.compensis.de,mastodon,1,False,
social.completext.com,mastodon,16,True,
social.computational.beauty,mastodon,2,False,
social.computerfox.xyz,mastodon,12,False,99.85
social.computertruhe.de,mastodon,9,False,
social.connorbode.me,mastodon,2,False,
social.consoledated.com,mastodon,11,False,
social.cool110.xyz,mastodon,1,False,
social.coolbug.org,snac,2,False,100.0
social.coolsma.com,mastodon,1,False,
social.cooltux.net,mastodon,2,False,99.54
social.coop,mastodon,1972,False,99.78
social.coredump.online,mastodon,1,False,
social.corticarte.com,mastodon,1,False,
social.cotman.info,mastodon,1,False,
social.cottongin.xyz,mastodon,0,False,
social.coukaratcha.fr,mastodon,1,False,
social.cowokr.de,mastodon,2,True,
social.cozytronics.com,mastodon,4,False,99.87
social.cpp.org.pl,mastodon,2,False,
social.cpress.org,mastodon,6,False,
social.crablab.uk,mastodon,5,False,
social.crabs.life,mastodon,17,False,99.98
social.craftingcomrades.net,mastodon,4,False,
social.craig0990.net,mastodon,1,True,
social.crazydan.org,mastodon,1,False,
social.creatureofthehill.com,sharkey,1,False,99.58
social.creaturis.com,mastodon,1,False,
social.crem.in,mastodon,1,False,
social.criminallycute.fi,sharkey,6,True,99.65
social.cringecollective.io,mastodon,6,False,99.75
social.crinstamcamp.com,mastodon,1,False,
social.crip.conacyt.mx,mastodon,36,False,
social.critica.li,mastodon,2,True,
social.critter.camp,mastodon,5,False,
social.critter.ink,mastodon,4,False,
social.crowsnestlanding.com,mastodon,3,False,
social.cryptography.dog,mastodon,7,False,
social.cs.swarthmore.edu,mastodon,27,True,
social.cscip.io,mastodon,1,False,
social.cthuflu.com,mastodon,1,False,99.97
social.cthululemon.com,mastodon,1,False,
social.ctsollars.com,mastodon,4,False,
social.cu2d.com,mastodon,13,True,99.9
social.cultofprimes.com,mastodon,2,False,
social.curlyphries.net,mastodon,1,False,
social.cute.engineering,mastodon,8,True,
social.cutie.team,sharkey,8,False,96.46
social.cwill.us,mastodon,1,True,
social.cwts.nl,mastodon,37,True,99.94
social.cyano.at,friendica,1,False,94.64
social.cyanus.org,mastodon,4,True,
social.cyber.harvard.edu,mastodon,2,False,
social.cyberspark.co.uk,mastodon,1,True,99.85
social.cybertalk.io,mastodon,10,True,
social.cyconet.org,mastodon,2,False,
social.cyntija.live,iceshrimp,13,True,99.66
social.cyrusbio.com,mastodon,1,False,99.85
social.d2evs.net,mastodon,2,False,
social.dachs-it.de,mastodon,1,False,94.46
social.daenarion.com,mastodon,3,False,
social.daiko.fr,mastodon,1,False,
social.dairydemon.net,mastodon,6,True,
social.dakotamarshall.net,sharkey,4,False,100.0
social.damianwajer.com,friendica,0,False,96.48
social.dandart.co.uk,mastodon,1,False,
social.dandln.com,mastodon,1,False,
social.danger.blue,mastodon,1,False,
social.danielmaxson.com,akkoma,1,False,91.55
social.danksquad.org,mastodon,4,False,
social.danux.uk,mastodon,1,False,99.98
social.darc.de,mastodon,460,False,99.99
social.dargan.uk,mastodon,1,False,98.73
social.dario.cloud,mastodon,2,False,
social.darkcrow.org,mastodon,1,False,
social.darkflame.dev,mastodon,1,False,
social.darn.fish,mastodon,2,False,99.07
social.darndt.de,mastodon,2,False,99.57
social.dashingbeast.com,mastodon,1,False,
social.daspr.io,mastodon,18,True,
social.dassystem.rocks,mastodon,1,False,
social.data.coop,mastodon,45,False,99.91
social.datalabour.com,mastodon,606,True,
social.datalust.co,mastodon,1,False,
social.datarek.nl,mastodon,3,False,99.72
social.datasolace.com,mastodon,1,True,99.97
social.datenschutz-guru.de,mastodon,2,False,99.95
social.dauen.name,mastodon,1,False,
social.davd.io,mastodon,1,False,
social.dave-vlab.com,mastodon,2,False,
social.daveblank.com,ktistec,1,False,99.91
social.davesnider.com,mastodon,1,False,
social.davidbrush.info,mastodon,1,False,99.92
social.dbkr.me,mastodon,1,False,
social.dbzfans.online,mastodon,1,False,
