domain,software,users,signup,uptime_alltime
katasumi.no-monogatari.com,mastodon,1,False,
katharinabrunner.de,wordpress,1,False,99.52
katholisch.social,mastodon,59,True,
kathware.com.ar,wordpress,1,False,98.89
katiska.social,mastodon,0,True,
katja-diehl.de,wordpress,7,False,95.16
katja.in,wordpress,1,False,99.76
katsquill.com,wordpress,2,False,98.34
katze.einsundzwei.ch,wordpress,2,False,99.45
katzebot.space,mastodon,35,True,
katzenleben.fritz.cat,writefreely,2,False,96.86
kavlak.uk,mastodon,6,True,99.97
kawaii.gdn,mastodon,11,True,99.87
kawaii.party,misskey,6,True,99.88
kawaiinet.com.au,mastodon,6,False,
kawanamidaiki.com,wordpress,2,False,99.4
kayamatetsu.com,wordpress,1,False,99.74
kazam.site,mastodon,1,False,
kazee.social,mastodon,2,True,
kazehiko.com,wordpress,1,False,99.91
kazetak.skladka.net,funkwhale,245,False,99.72
kazunafr.f5.si,mastodon,0,True,
kazunapl.f5.si,mastodon,1,False,
kazv.moe,pleroma,874,True,99.69
kb.kurotanesou.online,kmyblue,3,False,99.99
kb.qualle.dev,mastodon,3,False,
kb.usbharu.dev,kmyblue,1,False,99.52
kbin.earth,mbin,502,True,98.11
kbin.life,mbin,42,True,99.76
kbin.melroy.org,mbin,222,True,98.68
kbin.thicknahalf.com,lemmy,2,False,99.46
kblue.10rino.net,mastodon,2,False,
kc9unz.me,wordpress,3,False,99.37
kcmo.social,mastodon,289,True,
kcr-dortmund.de,wordpress,3,False,98.63
kctseng.site,wordpress,2,False,100.0
kde.social,mastodon,16,False,
kedralife.cz,mastodon,0,True,
keenen.xyz,ghost,1,False,99.89
keepkarlsruheboring.org,gancio,3,True,100.0
keikohori.com,mastodon,1,False,
kein.chat,akkoma,1,False,99.68
kein.monster,mastodon,2,True,
keithcockerham.com,wordpress,1,False,99.64
keithsenkowski.com,ghost,1,False,99.72
kemoner-don.tokyo,mastodon,1,False,99.03
kemonodon.club,mastodon,2939,True,
kemonololi.com,mastodon,1,True,
kemoshiko.com,misskey,91,True,95.42
kenji.asmodeus.jp,mastodon,4,False,
kenpo.social,mastodon,1,True,
kentindex.com,wordpress,1,False,98.63
kentuckyfriedhell.com,writefreely,1,False,99.93
kernkraft.social,mastodon,3,False,
kerosyn.link,wordpress,1,False,98.83
kes.praze.net,mastodon,0,False,
keskonfai.fr,mobilizon,542,True,99.74
keuwel.com,mastodon,12,True,99.75
kevinblades.com,wordpress,1,False,99.02
kevinewalsh.us,wordpress,2,True,98.33
kevinfreitas.net,wordpress,1,False,99.06
kevinpliester.de,wordpress,1,False,98.87
key.aoki.app,misskey,4,False,97.68
key.beep.computer,mastodon,13,False,
key.dokodare.ovh,misskey,10,False,97.52
key.kubiwa.moe,firefish,79,True,99.21
key.portend.place,mastodon,3,False,
key.sabross.xyz,mastodon,1,False,
key2.keyhole.site,mastodon,0,True,
keyboardclaire.net,wordpress,1,True,100.0
keyboards.social,mastodon,13,True,99.98
keybored.me,friendica,0,True,98.23
kfem.cat,mastodon,2354,True,95.57
kfogel.org,pleroma,5,False,99.14
kfz-pfeiffer.com,wordpress,1,False,99.89
kgaut.net,drupal,1,False,100.0
khalifa.tn,mastodon,4,False,
khiar.net,mastodon,487,True,
kho.dev,mastodon,3,True,99.95
khpape.blog,wordpress,2,False,99.62
khuluma.de,mastodon,2,False,
khw-pixelfed.archeron.eu,mastodon,13,True,
ki6bjv.social,mastodon,2,False,99.97
kiakko.xyz,mastodon,0,False,
kicou.info,mastodon,2,False,99.91
kida.ofsji.org,wordpress,3,False,99.96
kids.keskonfai.com,mobilizon,284,True,99.65
kiefersfelden.social,mastodon,9,True,
kiel.collabfc.com,mastodon,4,True,
kieranhumor.com,wordpress,1,False,98.88
kierunkowy74.vivaldi.net,wordpress,1,False,99.86
kiessling.social,mastodon,1,False,
kill-corporations.enterprises,akkoma,22,True,97.8
killerwhale.solutions,mastodon,0,True,
kilo.bytesize.xyz,writefreely,1,False,99.98
kiloduck.com,mastodon,12,True,99.78
kilogram.makeup,birdsitelive,0,True,98.78
kimpire.net,mastodon,24,True,99.44
kind.social,mastodon,4289,True,99.92
kinetix.social,mastodon,3,True,
kinjin.co,ghost,1,False,99.87
kinkcalendar.site,gancio,17,True,99.36
kinkfed.social,mastodon,2,False,
kinkpic.site,mastodon,818,False,
kinktest.masto.host,mastodon,7,False,
kinktroet.social,mastodon,145,True,99.89
kinkworks.com,mastodon,2,False,
kinky.baguette.cafe,pleroma,18,True,99.47
kinkyboyspodcast.com,wordpress,1,False,99.12
kinkycats.org,mastodon,837,True,99.99
kinkyelephant.com,mastodon,4997,True,99.94
kinmen.altervista.org,wordpress,1,False,100.0
kinney.social,mastodon,1,False,
kinocow.com,writefreely,1,False,99.91
kinosekai.xyz,mastodon,1,False,
kinryouku.tenshi.zip,akkoma,1,False,91.26
kirakiratter.com,mastodon,5466,False,
kirche.social,mastodon,672,True,99.84
kirchembh.de,wordpress,1,False,99.34
kirchner.social,mastodon,2,True,
kireinayuri.com,wordpress,1,False,99.9
kiri.to,mastodon,1,False,
kirikabu.fedicity.net,mastodon,3,False,99.86
kirishima.cloud,mastodon,558,True,
kiritan.work,mastodon,331,False,
kirja.casa,bookwyrm,135,False,99.68
kirk.at,mastodon,1,False,
kirk.social,mastodon,1,False,
kirstenmalzwei.de,wordpress,2,False,99.65
kiru-hub.channel.org,mastodon,2,True,
kiruhubkk.channel.org,mastodon,2,True,
kish.social,mastodon,6,True,99.97
kishkush.net,mastodon,62,True,99.98
kistler.social,mastodon,7,True,99.91
kit.cafe,mastodon,53,False,
kitch.win,mastodon,7,True,
kite.seungjin.net,mastodon,1,False,
kitgxrl.gay,mastodon,2,False,
kitsune.moe,misskey,500,True,99.42
kitsunekirin.vivaldi.net,wordpress,1,False,99.9
kitsunes.club,sharkey,478,True,97.11
kitsunes.gay,sharkey,354,True,97.75
kitsunesoba.com,cherrypick,14,False,99.19
kittinterns.org,wordpress,2,False,99.42
kittmedia.com,wordpress,1,False,99.46
kittsteiner.blog,wordpress,1,False,99.89
kitty.haus,akkoma,9,True,97.01
kitty.ly,lemmy,6,True,99.93
kitty.social,cherrypick,557,True,98.97
kitty.town,mastodon,118,False,
kittyshards.net,mastodon,3,False,
kitzmiller.social,mastodon,6,True,
kiwi.fuo.fi,mastodon,1,False,
kjala.vivaldi.net,wordpress,1,False,100.0
kjas.no,mastodon,24,True,
klacker.org,hubzilla,85,True,99.81
klatch.club,friendica,0,True,100.0
klein.social,mastodon,3,False,
kleinebackstube.org,mastodon,1,False,99.9
klezmor.im,mastodon,8,False,
klickaffen.social,mastodon,1,False,
klimaschutz-von-unten.de,wordpress,1,False,99.36
klog.tw,mastodon,147,True,
klrs.lgbt,wordpress,3,False,99.84
klunscher.social,mastodon,2,False,99.62
km.produkti.se,mastodon,2,False,
kmlg.jp,cherrypick,9,False,98.9
kmmi-skey.com,misskey,7,False,100.0
kms.social,mastodon,3,False,98.82
kmy.blue,mastodon,2410,True,
kmy.takehi.to,mastodon,2,True,
kneel.before.dog,mastodon,4,False,
knightclub.0am.jp,misskey,3,False,99.46
knottybeast.com,mastodon,1,False,
knottywolf.sexy,mastodon,2,False,
know.me.uk,mastodon,52,True,
knowledgehub.social,bookwyrm,39,False,93.15
knowscore.social,mastodon,2,False,
knowvergreen.blog,wordpress,2,False,99.06
knru.polin.ski,ghost,1,False,99.63
knse.net,mastodon,9,True,
knurdology.com,wordpress,2,False,100.0
kobold.page,goblin,11,False,99.21
kobolds.online,mastodon,2,False,
kobukobu.org,mastodon,1,True,
koch.studio,wordpress,3,False,96.96
kochdepp.de,wordpress,3,False,99.95
kocinski.me,mastodon,1,True,
kocour.club,mastodon,14,False,99.57
kodow.net,mastodon,5,False,
koe.nz,mastodon,5,False,
koehler.social,mastodon,1,False,99.93
koelle4future.de,wordpress,1,False,98.48
kogal.cc,pawkey,55,True,98.93
kogamisskey.com,misskey,3,False,99.06
kogumus.masto.host,mastodon,10,True,
kohacraft.com,wordpress,1,False,99.58
kohenavocats.fr,wordpress,3,False,98.73
koilos.coelacanth-dream.com,mastodon,1,False,
kokagenotes.net,misskey,6,False,99.62
kokonect.link,cherrypick,450,True,99.01
kokoni.co,mastodon,3,False,99.91
kokoro.garden,hometown,20,False,99.59
kokoro.shugetsu.space,mastodon,7,True,
kokt.club,misskey,235,False,97.98
kolasch.com,wordpress,1,False,98.92
koledar.kompot.si,gancio,9,True,97.32
kolektiva.media,peertube,267,True,97.67
kolektiva.social,mastodon,39959,True,
kollegin.eu,mastodon,75,True,
kolotipy.cz,wordpress,1,False,99.31
komachan.jp,mastodon,5,True,99.88
komeet.marjo.win,mastodon,1,True,
kommentakerfid.is,mastodon,20,False,99.98
kompektiva.org,mastodon,32,True,
kompost.cz,mastodon,33,False,
komugisuki.com,misskey,8,False,99.91
konbini.social,mastodon,7,False,
koneczny.info,mastodon,1,True,99.98
koneri.org,wordpress,3,False,99.85
konfigurationsmanufaktur.de,mastodon,3,False,
kono.pub,mastodon,21,True,99.87
kono.sh,writefreely,1,False,99.9
konservgeek.se,wordpress,1,False,98.97
kontrabanda.net,wordpress,1,False,99.7
konvergo.co.uk,mastodon,5,False,94.27
kooapp.org,mastodon,322,True,
koohii.club,mastodon,1,False,
kooktzi.ch,pixelfed,3,True,99.62
koolaidwithkaran.com,writefreely,1,False,96.46
koop.social,mastodon,4,True,99.95
kopepasah.com,mastodon,2,False,
kopfstim.me,wordpress,1,False,99.52
kopiti.am,mastodon,1260,True,98.06
korallenherz.masto.host,mastodon,1,False,
koreadon.com,mastodon,169,False,
koreus.social,mastodon,5,False,
koreus.tv,peertube,3,False,99.31
korikata.hostdon.ne.jp,mastodon,2,False,99.74
korora.social,mastodon,0,False,
korrenkerren.com,writefreely,1,False,99.29
kosmos.social,mastodon,54,False,
kosonya.social,mastodon,1,False,99.98
kostyn.ca,wordpress,1,False,99.46
kotaro.me,mastodon,3,False,
kotenbu.chitanda.moe,mastodon,2,False,
kotlin.social,mastodon,230,True,99.3
koto.moe,akkoma,1,False,98.46
kotobaphil-mtdn.eu,mastodon,10,True,99.14
kotori-notion.netlify.app,kotori,1,False,99.94
kotur.eu,mastodon,1,False,100.0
kourjetez.bzh,lemmy,4,True,100.0
kousaka.space,misskey,3,False,99.87
koware-ship-g.fly.dev,mastodon,1,True,
kowelenz.social,akkoma,78,True,99.73
koyamaan.vivaldi.net,wordpress,1,False,99.89
koz.kaz.bzh,mastodon,4,True,
kpaxradio.live,wordpress,17,False,97.12
kphotos.de,wordpress,1,False,100.0
kpop.social,mastodon,133,True,
kraft.blog,wordpress,3,False,98.76
krall.sh,ktistec,1,False,99.67
kramerc.social,mastodon,1,False,99.96
kramkiste.polydora.de,wordpress,1,False,99.44
krapp.masto.host,mastodon,1,False,
krasses.berlin,funkwhale,39,True,100.0
krassestegang.social,mastodon,4,False,
krasun.ca,wordpress,1,False,99.95
kraut.pics,mastodon,11,False,
kraut.press,wordpress,1,False,98.93
kraut.social,mastodon,1,False,
krdtube.org,peertube,2099,True,97.82
krefeld.life,mastodon,62,True,99.84
kreolis.net,wordpress,1,False,99.83
krgr.social,mastodon,1,True,
krigskunst.social,mastodon,53,False,99.98
kris.talkplus.org,wordpress,2,False,92.58
kristaps.lv,writefreely,1,False,99.24
kristenhallgeisler.com,wordpress,1,False,99.07
krisu.eu,wordpress,2,True,98.91
kriwil.net,akkoma,2,False,98.36
kroitus.com,wordpress,1,False,100.0
kroo.co,mastodon,2,False,
kropotk.in,mastodon,0,False,
krpgpub.net,mastodon,92,True,99.84
kryptikk.info,mastodon,3,False,
kryptopraktik.se,mastodon,1,False,
krzysiu69.ovh,mastodon,2,True,
ktnfm.com,misskey,65,True,99.93
ku-kan-ya.hostdon.ne.jp,mastodon,2,False,
kudzu.ca,mastodon,2,False,
kufstein.social,mastodon,2,True,
kuhrau.de,wordpress,2,False,96.98
kulesza.pl,wordpress,2,False,99.59
kulturfront.org,mastodon,8,False,97.62
kulturwerkstatt.de,mastodon,9,False,
kunichogi.icu,mastodon,6,False,99.54
kuoushi.com,mastodon,6,False,
kuppikuumaa.com,wordpress,1,False,100.0
kur0den.vivaldi.net,wordpress,1,False,99.92
kuracali.com,mastodon,0,False,
kurage.cc,mastodon,139,True,
kurage.homes,mastodon,17,False,
kurage.top,firefish,19,False,99.75
kurittomain.ketkuinkuja.noho.st,mastodon,2,False,
kuroyuki-server.misskey.one,misskey,6,False,99.05
kurry.social,mastodon,1926,True,
kurz.social,mastodon,2,False,
kuscheltierdoktor.de,writefreely,1,False,99.68
kushaldas.se,writefreely,1,False,95.3
kusso-yotta.com,misskey,41,True,99.96
kussy.kg-misskey.net,misskey,3,False,99.64
kustos.bocops.app,wordpress,3,False,99.65
kutsuya.dev,lemmy,7,True,97.27
kuu.kohana.fi,lemmy,5,True,99.96
kuu.moe,mastodon,12,True,
kuzko.eu,mastodon,1,True,94.18
kvalhe.im,mastodon,1,False,
kvarkki.nexus,mastodon,7,True,
kvasir.lanofthedead.xyz,mastodon,4,False,
kvlt.zone,mastodon,2,False,
kvuzet.noblogs.org,wordpress,1,True,99.46
kw.sevenc7c.com,kiiteitte,1,False,97.21
kwak.cab,mastodon,6,False,
kwick.rip,mastodon,16,True,
kwiecien.us,mastodon,2,False,
kwmr.me,ghost,1,False,100.0
kwpeace.ca,wordpress,40,False,98.59
kyent.kr,misskey,4,False,96.9
kyent.net,misskey,11,False,99.59
kylemahaney.com,pleroma,1,False,98.86
kylerconway.com,wordpress,2,False,100.0
kylie.apes.org.uk,mastodon,1,False,
kys.moe,pleroma,1,False,99.76
kyu.de,lemmy,4,True,98.9
kyuti.es,mastodon,4,False,
kzoo.to,mastodon,77,True,99.84
l.dongxi.ca,lemmy,2,True,99.83
l.henlo.fi,lemmy,23,True,99.5
l.hostux.net,lemmy,5,True,100.0
l.mathers.fr,lemmy,7,True,95.51
l.mchome.net,lemmy,3,False,99.37
l.posterdati.it,lemmy,3,True,100.0
l.roofo.cc,lemmy,2,False,99.57
l.shoddy.site,lemmy,4,True,99.99
l.sw0.com,lemmy,4,False,99.9
l3ib.org,mastodon,6,False,
lab-01.arewesecureyet.org,mastodon,3,True,
lab.labheimen.dmz.skyfritt.net,mastodon,6,False,
lab.liteyuki.icu,misskey,44,True,98.33
lab.nyanide.com,mastodon,104,True,
lab.pixelfed.it,pixelfed,110,False,99.92
lab.under-cherrytree.net,misskey,5,False,100.0
labcyberfem.women.it,wordpress,4,False,100.0
labheimen.dmz.skyfritt.net,mastodon,6,False,
lablanche.ch,wordpress,2,False,99.78
labo.nora.social,mastodon,3,True,
labo.wovs.tk,misskey,17225,True,98.54
laboiteabriques.com,wordpress,1,False,98.01
laborer.masto.host,mastodon,3,True,
labour.social,mastodon,2,False,
labs.phundrak.com,gitea,1,False,97.85
labteclivre.noblogs.org,wordpress,1,True,98.63
laburrak.balaena.eus,mastodon,1,False,
labview.social,mastodon,15,True,
labyrinth.social,mastodon,20,False,
labyrinth.zone,mastodon,219,False,
lachralle.vivaldi.net,wordpress,1,False,99.92
lacinka.foundation,wordpress,2,False,99.39
lackthereof.info,mastodon,1,False,99.96
laclameur.org,wordpress,1,False,99.84
laclepagi.beget.app,mastodon,0,False,
lacommu.net,mastodon,6,False,
lacommune.social,mastodon,1,False,99.9
laconic.social,mastodon,3,False,
ladies.community,mastodon,237,True,
ladina.com.es,wordpress,1,False,97.03
lafab.org,wordpress,7,False,98.89
lafriks.id.lv,mastodon,1,False,
lagomorpha.rocks,wordpress,2,False,99.34
lagopine.lgbt,mastodon,2,False,
lain.com,mastodon,7,False,
laindrop.com,wordpress,2,False,98.44
laipower.xyz,wordpress,1,False,87.76
lairds.com,mastodon,4,True,99.23
lake.naru.cafe,mastodon,5,False,
lakedistrict.social,mastodon,2,True,
laloica.noblogs.org,wordpress,2,True,100.0
lalomartins.info,writefreely,1,False,99.64
lamanifestive.fr,gancio,7,True,99.74
lamassecritique.fr,wordpress,14,True,98.91
lambdaschmiede.social,mastodon,2,False,99.96
lambdon.social,mastodon,1,False,
lammy.club,mastodon,3,True,
lamp.leemoon.network,sharkey,133,True,98.15
lampy.casa,microblogpub,1,False,97.52
lanala.vivaldi.net,wordpress,1,False,99.94
lancianoblog.it,wordpress,1,False,99.6
landofkittens.social,mastodon,100,True,
landshut.social,mastodon,4,True,99.06
lanebuleuse.fr,wordpress,3,False,99.96
langhaarschneider.net,wordpress,1,False,97.68
langley.social,mastodon,0,True,
langsec.social,pleroma,5,True,99.99
languageandliteracy.blog,writefreely,1,False,100.0
laniecarmelo.tech,wordpress,2,True,97.52
lanx.fr,diaspora,0,False,99.87
lanzatu.blog,wordpress,1,False,100.0
laoda.ge,mastodon,1,False,
lap.social,mastodon,1,False,
laplaza.cafe,mastodon,16,True,
laprest.cat,wordpress,3,False,99.03
lapse2.owncast.neofrakture.club,mastodon,1,False,
lapunta.org,gancio,60,True,99.26
large.social,mastodon,1,False,99.3
larkspur.one,akkoma,19,True,99.21
larp.social,mastodon,9,False,
larry.town,mastodon,2,False,99.93
larry.weirdr.net,mastodon,0,False,
larryrusswurm.com,wordpress,2,False,99.07
larsen.social,mastodon,1,True,
larsfosdal.blog,wordpress,1,False,99.51
lascapi.fr,wordpress,2,False,98.72
laserdisc.party,mastodon,84,False,
lasersare.fun,mastodon,18,False,99.8
lasersword.club,mastodon,10,False,99.89
lasitua.org,gancio,20,True,99.67
lassegismo-social.dnsuser.info,friendica,0,True,100.0
lastanza.chat,wordpress,1,False,98.45
lastbloom.me,mastodon,6,True,
lastbreach.tv,peertube,100,True,99.75
lastfree.space,mastodon,54,True,
latenight.social,mastodon,4,False,
latenightblog.com,writefreely,1,False,99.91
latenightfiction.com,writefreely,1,False,99.01
laterracita.online,mastodon,67,False,99.94
latex.monster,mastodon,1,False,
laurens.sutty.nl,suttydistributedpress,1,False,99.89
laurenshof.online,wordpress,3,False,90.76
lausitz.social,mastodon,4,False,
lautfunk.uber.space,mastodon,4,False,
lavelle.scot,mastodon,1,False,100.0
laviadililith.social,mastodon,18,True,
lavraievie.social,mastodon,5,True,90.76
laweb.pangea.org,wordpress,1,False,99.27
lawebnobasta.eltakana.net,wordpress,1,True,98.25
lawfedi.blue,mastodon,6,False,
lawrenceli.me,site,1,False,99.95
lawsocial.org,mastodon,10,True,
lawver.net,wordpress,2,False,98.19
layer8.space,mastodon,2500,True,99.9
lazio.collabfc.com,mastodon,5,True,
lazy.nixre.net,mastodon,1,False,
lazyatom.social,mastodon,1,False,
lazybear.social,mastodon,4,True,99.17
lazygeek.cafe,mastodon,1,False,
lazysoci.al,lemmy,204,True,99.58
lazysocial.de,mastodon,12,False,99.69
ldwg.me,mastodon,2,False,
le-chat-a-velo.at,wordpress,1,False,99.23
lea.lgbt,mastodon,3,False,99.15
lea.pet,mastodon,186,True,
league.adamski2003.lol,mastodon,2,False,
league.erysdren.me,mastodon,1,False,
league.puppycat.house,mastodon,1,False,
leanside.org,mastodon,1,True,
learn.agenteer.com,ghost,1,False,100.0
learningdisability.social,mastodon,280,True,
learningtodj.com,wordpress,2,False,98.74
learnk8s.news,mastodon,8,False,
lease.fedi.town,mastodon,1,False,
lebalkon.de,pleroma,2,False,99.94
lebe.gg,mastodon,1,False,
lebensraum.slavery.trade,mastodon,50,False,
lebowski.social,lemmy,2,False,99.73
lebrady.net,mastodon,5,True,87.9
lectura.social,bookwyrm,134,False,99.28
lediva.masto.host,mastodon,17,True,99.89
leds.social,mastodon,61,True,99.9
lef.li,lemmy,3,True,98.77
leffler.video,peertube,2,False,98.5
left-tusk.com,mastodon,18,True,
leftish.media,wordpress,3,False,98.15
leftist.network,mastodon,204,True,99.87
leftodon.social,mastodon,237,True,
leftof.tech,writefreely,1,False,100.0
leftofmiddle.com,mastodon,5,False,
leftopia.org,lemmy,5,True,99.77
leftover.puscii.nl,owncast,1,False,97.28
legal.social,mastodon,340,False,
legaltech.social,mastodon,4,True,
legionify.com,mastodon,1,False,
legit.dog,pleroma,2,False,99.94
lehman-family.com,wordpress,2,False,95.62
lehrerzimmer.social,mastodon,169,True,
leiaoliver.com,wordpress,3,False,100.0
leibniz.ap.social,mastodon,19,True,99.94
leibniz.pub,mastodon,3,False,99.9
leif.me,ghost,1,False,99.63
leifmetcalf.com,writefreely,1,False,99.64
leipziele.de,wordpress,2,False,99.93
leipzig.collabfc.com,mastodon,5,True,
leipzig.group,mobilizon,1,True,100.0
leipzig.town,mastodon,144,True,
leitungsstark.de,wordpress,3,False,99.96
leiwand.space,mastodon,2,False,98.85
lejaua6.club,mastodon,23,True,99.54
lektoren.dk,mastodon,2,False,
lem.free.as,lemmy,4,False,99.27
lem.ph3j.com,lemmy,1,False,99.16
lem.serkozh.me,lemmy,2,False,99.41
lem.trashbrain.org,lemmy,10,True,99.54
lemdro.id,lemmy,2073,True,98.26
leminal.space,lemmy,1007,True,99.6
lemm.ee,lemmy,47813,True,99.81
lemmings.sopelj.ca,lemmy,4,False,98.64
lemmings.world,lemmy,3815,True,98.45
lemmini.fi,lemmy,7,True,100.0
lemminielettrici.it,lemmy,8,True,100.0
lemmit.nyc.what.if.ua,lemmy,2,True,99.9
lemmit.online,lemmy,3,False,98.19
